country,event_date,event_name,event_photo_url,event_purpose,event_report_url,event_time,event_tweet_url,event_video_url,has_event_report,latitude,longitude,mini_grant_funder,mini_grant_winner,num_participants,online,online_event_url,organisers,place,report_question_1,report_question_2,report_question_3,report_question_4,slug,timezone,url,world_region_code,world_region_text
Croatia,2021-03-06,Open Data Day hackathon Hrvatska 2021,,"If you have an idea for using open data, want to find an interesting project to contribute towards, learn about how to visualise or analyse data or simply want to see what's happening, then come participate! Participation is a core value of Open Data Day, everyone is free to voice their opinions in a constructive manner",https://www.gong.hr/hr/dobra-vladavina/pristup-informacijama/vikend-hackathon-otvorio-zakljucane-podatke/,10:00,https://twitter.com/CodeForCroatia/status/1368473492337856512,https://www.youtube.com/watch?v=oK98t5dEBuU,False,45.8075416,15.9548465,,False,100,True,https://docs.google.com/forms/d/e/1FAIpQLSe7gwuXU-OZCCZb09di9w2tE6xkXUNXFd3BFUmDzVgGF5hJIw/viewform,Code for Croatia & Gong,"Zagreb, Hrvatska",,,,,open-data-day-hackathon-hrvatska-2021,CET,https://odd.codeforcroatia.org/en/,EMEA,"Europe, Middle East & Africa"
Mexico,2021-03-06,Open Data Day León 2021,/images/2021/open-data-day-leon-2021,We want to enable citizens to explore open data from the local government and propose solutions to the problems in our city,/events/2021/reports/open-data-day-leon-2021/,11:00,https://twitter.com/futurelabmx/status/1369089336935784450?s=20,https://www.facebook.com/watch/live/?v=460112208396463&ref=watch_permalink,True,21.120937,-101.6804367,GFDRR,True,70,True,https://lableon.github.io/open-data-day/registro,"Ricardo Mirón, Lab León",León,"During this event, the objective was to take advantage of the virtual modality to collaborate with other locations within Mexico and provide a space to the representatives of the local authorities to give visibility to the efforts of open data, transparency and access to information in the cities of León, Mérida and Xalapa.

A panel of local experiences sought to present success stories from each city related to the use, reuse and / or publication of open data for citizen benefit, as well as the challenges that lie ahead at the local level. In addition to this, the event held a series of workshops focused on the use of environmental data, a topic that is of common interest to most citizens of León. 

Workshops:

1) Open data, analyzing data on air quality and its pollutants
2) Open source, data collection of trees and native species in the urban environment
3) Open mapping, visualizing water management infrastructure

We used open source tools to gather, process and view data in order to co-design solutions as well as to raise awareness about environmental issues. This was possible thanks to the collaboration of:

Future Lab
[https://futurelab.mx/](https://futurelab.mx/)

Lab León / León Local Government
[https://www.leon.gob.mx/leon/](https://www.leon.gob.mx/leon/)

Laboratorio de Políticas para la Seguridad y el Desarrollo
[https://seguridadydesarrollo.org/](https://seguridadydesarrollo.org/)

Fabcity Yucatán
[http://fabcityyucatan.org/](http://fabcityyucatan.org/)
","COVID-19 forced us to hold the event virtually, but at the same time enabled us to collaborate with other venues and share experiences.

The importance of environmental data and its availability is crucial, this allows us to make better policies and ensure that the appropriate actions are taken.

The involvement of the government in conjunction with the private sector and civil society allows greater openness to create solutions that benefit everyone.","Because it is a collaborative space that allows us to show the benefits of open data and encourage the adoption of open data policies in government, companies and civil society to solve common problems in our communities.","An open source web app was created that allowed participants to gather information on trees and native species of the city to be mapped collaboratively. [https://arboleo.herokuapp.com](https://arboleo.herokuapp.com)

A repository was created on GitHub with the datasets and an interactive code notebook to visualize the data in Python.
[https://github.com/OscarSantos98/Calidad_del_aire](https://github.com/OscarSantos98/Calidad_del_aire)",open-data-day-leon-2021,CST,https://lableon.github.io/open-data-day/,AMER,The Americas
Brazil,2021-03-05,Open Data Day no Arquivo Nacional - 2021,https://www.youtube.com/watch?v=nrqO1Oozi9w,"O Arquivo Nacional entende a importância de acessar, utilizar, modificar e compartilhar dados para qualquer finalidade. É uma oportunidade de mostrar os benefícios dos dados abertos e incentivar a adoção de políticas de dados abertos em governos, em empresas e na sociedade civil",https://www.gov.br/arquivonacional/pt-br/assuntos/noticias/open-data-day-an-debate-producao-acesso-e-preservacao-de-dados-abertos,9:30,https://twitter.com/ArquivoBrasil/status/1365410226648866817,,False,-22.90687,-43.18885,,False,500,True,https://www.facebook.com/events/134670818533174/,"Letícia Grativol, Arquivo Nacional",Rio de Janeiro ,,,,,open-data-day-no-arquivo-nacional-2021,BRT,https://www.gov.br/arquivonacional/pt-br,AMER,The Americas
Brazil,2021-03-06,Open Data Day UAIGeo UFSJ,/images/2021/open-data-day-uaigeo-ufsj,Disseminate the use and importance of open data,/events/2021/reports/open-data-day-uaigeo-ufsj/,9:00,,,True,-21.13665,-44.26206,Mapbox,True,50,True,https://www.facebook.com/events/553535168918262,Ana Luísa Teixeira - Unificar Ações e Informações Geoespaciais,"São João del - Rei, Minas Gerais","A data foi celebrada online via Plataforma do Google Meet devido a Pandemia do Covid. A carga horária total foi 6 horas, dividas em dois períodos (manhã e tarde). A Profa Dra Silvia Elena Ventorini (UFSJ) apresentou a importância da data em prol da divulgação e uso dos dados abertos. A palestrante Profa Dra Évelyn Márcia Possa (Instituto de Desenvolvimento Sustentável Mamirauá), ressaltou a importância de dados abertos para Observação da Terra tendo como exemplos dois casos em que os dados livres foram utilizados como parte da solução de pontos de tensão territoriais e do uso da água. A arquiteta Nathália Larsen (Instituto de Patrimônio Histórico e Artístico Nacional) apresentou a importância dos dados abertos para órgãos públicos, discutiu leis que circundam o patrimônio histórico e mostrou como o mapeamento colaborativo pode ser instrumento de ressignificação dos bens culturais. A última palestra do período da manhã foi da discente Ana Luísa Teixeira (presidente do Capitulo UAIGeo – UFSJ), sobre como o Capítulo filiado a Youthmappers pode contribuir para o mapeamento local. No período da tarde, as discentes Ana Luísa Teixeira e Ana Luísa Marques Carvalho e a Profa Dra Silvia Elena Ventorini mostraram as capacidades de usos das ferramentas Kobo Toolbox, Mapillary e OpenStreetMap em diferentes áreas do conhecimento. O público participante foi: 43 pessoas no período da manhã e 37 no período da tarde. O público foi composto por professores universitários, discentes de graduação e pós-graduação e membros da comunidade local. Para a emissão de certificados, os participantes assinaram uma lista de presença por meio do Google formulários. 65% dos participantes responderam o questionário de avaliação sobre o evento. A análise dos dados indicou que todos consideraram o evento proveitoso e desejam participar de outros eventos feitos pelo Capítulo. ","O Open Data Day - UAIGEO permitiu conhecer diversas ferramentas gratuitas para a elaboração de questionários, certificados, material de divulgação, dentre outras.  As palestras permitiram aprender mais sobre a importância dos dados e plataformas livres e gratuitas para a elaboração de mapeamentos em escalas distintas e com objetivos específicos, como soluções de conflitos territoriais e preservação do patrimônio arquitetônico de uma cidade. Além disso, possibilitou compreender como nas últimas duas décadas, no Brasil, houve um forte incentivo para o acesso completo, livre e aberto aos dados digitais do setor público seguindo a premissa que tais dados foram pagos com fundos públicos. Desta forma, a população tem direito de acessá-los, modifica-los, utilizá-los e compartilhá-los gratuitamente.  O evento possibilitou trocas de experiências entre os organizadores, palestrantes e participantes. Ao término do dia, acredita-se que cada pessoa envolvida aprofundou seu conhecimento sobre a importância da data para a ampliação da disponibilidade, acesso e uso de dados livres para a resiliência dos povos.","Porque a data permite que mais pessoas conheçam a importância da divulgação e uso das ferramentas e dados abertos. Tal fato, impulsiona os setores governamentais e privados a disponibilizarem cada vez mais dados gratuitamente e livres para o uso.","Devido a pandemia do coronavírus, o evento ocorreu de forma online, por isso o nosso foco foi promover conhecimento e contribuir para a formação de recursos humanos para usar as plataformas livres, como Mapillary, OpenStreetMap e Kobo Toolbox.",open-data-day-uaigeo-ufsj,BST,https://ee.humanitarianresponse.info/x/S1KObhB1,AMER,The Americas
Venezuela,2021-03-06,Open Data Day:  Monitoreando Femicidios en Venezuela con Utopix,/images/2021/open-data-day-monitoreando-femicidios-en-venezuela-con-utopix,"Through the presentation of our Femicide Monitor, we wish to expand our networks with local and international communities while sharing our data and methodology",/events/2021/reports/open-data-day-monitoreando-femicidios-en-venezuela-con-utopix/,17:00,,https://www.facebook.com/watch/live/?v=183827753243309&ref=watch_permalink,True,10.502337,-66.898384,ILDA,True,50,True,,Aimee Zambrano Ortiz and Sahili Franco Cipriani,Caracas,"For our online session during Open Data Day we organized a webinar called “Monitoreando Femicidios en Venezuela con Utopix” (Monitoring Femicides in Venezuela with Utopix). Sahili Franco Cipriani, editor, producer and translator, moderated the activity and introduced the speakers. Then, she lead the space for Indhira Libertad Rodríguez (who spoke about the contextualization of violence in Venezuela and Latin America under an intersectional and gender justice perspective), militant part of the Red de Colectivos La Araña Feminista, who was our special guest. After, Aimee Zambrano Ortiz, founder of the femicide monitor, introduced the monitor and shared our data and methodology. After, Sahili intervened with the importance of feminist data and the relation between gender and social science, and finally we opened the floor for questions and answers, which lasted almost 40 minutes. The debate was exquisite. Our webinar lasted 1hr and 59 minutes.

For the promotion of the event we published [an entry on our website](https://utopix.cc/anexos/open-data-day-monitoreando-femicidios-en-venezuela-con-utopix/). Then, we designed a flyer and shared it through Whatsapp, Facebook and [Instagram](https://www.instagram.com/p/CL5T6iMB7Vl/) along a [Google Registration form](https://forms.gle/vwj7rB3U8NHs7dPb8) so participants could register and we could gather info regarding who was interested: we asked for names, emails, countries, how had they known of the activity and if they wanted to be part our mail list. Then, a day before the event, we shared the Zoom link with the 77 registered persons from Latin America, America and the US. Of that total, 23 participated in the webinar and by the time we were done, 21 were in the room, most of them form Venezuela. The number remained throughout the whole session. The link on the Facebook page has more than 400 views.","What we’ve learned:
1) Promote the event widely in advance. We did it with less than a week from the event.
2) Centralise and optimise the automatic mail response with the Zoom link after people have registered. MailChimp is our best choice so far, as it’s the engine we use in our website. Sending emails with the event link manually is exhausting and has a human error range.
3) Ask for phone numbers in the registration form as it helps to send a reminder of the event.
4) Hosting the event through Zoom (or other platform) in parallel with YouTube or Facebok is definitely a great idea; afterwards we have a secure link for sharing our event so people can watch it.
5) The moderator cannot be a panelist as well. Although it was a success, it worked because there were twenty or so people in the room. If there had been more it would have been difficult to tend to both roles.","It was an amazing opportunity to not only share data across the globe, but to bring together people from different localities and countries in a single space and share knowledge and points of view regarding gender-based violence in its femicide form, the situation in Latin America, and how we have been working to shift the world. It's a special and incredible important event for human kind, and we do hope to continue participating in it. It was an honour.",,open-data-day-monitoreando-femicidios-en-venezuela-con-utopix,VET,https://utopix.cc/anexos/open-data-day-monitoreando-femicidios-en-venezuela-con-utopix/,AMER,The Americas
Thailand,2021-03-06,Open Data for Democracy: Emphasise what would be lost if we don’t have open data in our country,https://www.facebook.com/punchupworld/posts/734812330739265,Promotes open data and open government as significant tools towards enhancing transparency and democracy in modern Thailand,https://elect.in.th/open-data/,14:30,https://twitter.com/electinth,,False,13.729684,100.531537,,True,150,True,https://www.facebook.com/events/434946931146008,Punch Up and ELECT.in.th,Bangkok,,,,,open-data-for-democracy-emphasise-what-would-be-lost-if-we-dont-have-open-data,ICT,https://elect.in.th/,APAC,Asia & The Pacific
Tanzania,2021-03-10,"Open data towards the SDGs in Matare Village, Serengeti",,To train Matare community on how to use open data for planning and development  ,/events/2021/reports/open-data-towards-the-sdgs-in-matare-village-serengeti/,,https://twitter.com/HopeForGirlsTZ,,True,-1.831336,34.669045,FCDO,True,40,False,,"Rhobi Samwelly, Hope for Girls and Women Tanzania",Mugumu-Serengeti,We involved 40 community members of Matare Village District Community and the local development officer in Serengeti. We held a discussion about open data and how can data help the community to reach the Sustainable Development Goals and why is necessary to have open data. We discussed in the form of groups the three biggest challenges that Matare Community is facing and how can they be solved by having appropriate data. We also talked about examples of open data and discussed if there are any SDGs that are taking place in their community and how to measure the changes as they happen in the community.,"• What is open data? And what examples of open data exist (such as OpenStreetMap)?
• How can open data be used for development and planning? 
• Discussing the types of data we need in our community in order to be moving towards SDGs.",It is the day that bring people with the same interests together and share their knowledge about data.,"Yes. We produced a dataset during the session showing that the total number of  households in Matare Village is 720. And that there are the following types of water sources available in Matare (Boreholes 5, Taps 0, Springs 8, Pond 4).",open-data-towards-the-sdgs-in-matare-village-serengeti,EAT,https://hopeforgirlsandwomen.com/,EMEA,"Europe, Middle East & Africa"
Argentina,2021-03-06,"Open Data, Ambiente y Desarrollo Sostenible",/images/2021/open-data-ambiente-y-desarrollo-sostenible,Encourage the use of open data for the preservation and care of the environment and the creation of public policies with citizen participation,/events/2021/reports/open-data-ambiente-y-desarrollo-sostenible/,16:30,https://twitter.com/EscuelaFiscales/status/1368335620473556992,https://www.youtube.com/watch?v=L6xMDKLhEBQ,True,-37.996971,-57.549099,GFDRR,True,70,True,http://escueladefiscales.com/index.php/2021/01/20/dia-de-los-datos-abiertos-mar-del-plata-2021/,Escuela de Fiscales,Mar del Plata,"On Saturday 6th March, Escuela de Fiscales organised an in-person event to celebrate Open Data Day, the central theme was “Open Data and Environment” and it summoned citizens interested in the subject and local environmental organisations. 

Due to Covid-19, the event was held with strict security measures, and a live broadcast was made for people who for health reasons could not attend personally. 

The event was developed with three short presentations, which served to initiate the debate and collaborative work with the participants who attended the event and those who followed the live broadcast. The proposed topics covered the tools and laws of transparency, participation and open data in Argentina, the comparative sample of open data from official national and local environment web pages and how to use them, and finally the invited organization ""Ecos D Mar"" made an exhibition of data on oil exploitation in the Argentine seas, its negative impact on the environment and the actions that the organization carried out to try to preserve the environment and marine fauna. 

After each talk, discussions were held between the attendees and the speakers, to try to reach conclusions and solutions to the problems raised. The attendees participated with great enthusiasm in each debate proposed at the event. 

Finally, we must emphasise that, as every year, the representation of gender was very important. Of the 3 speakers, 2 were women and the third a man. Likewise, the audience was mostly women.","This year's event left great lessons, both for our organisation and for the invited organizations and those who attended the event. They demonstrated the importance of collaborative work between environmental organisations and organisations specialized in working with data and technology. The event showed the enormous possibilities that open data provide through its analysis and processing to predict environmental impact. 

The event served to demonstrate the enormous importance of citizen commitment to prevent negative environmental impacts and preserve the environment and the great importance that civil society organizations have in controlling the acts of governments and companies that can affect the environment. Attendees learned about the legal instruments of participation and transparency that can be used to participate in public life.",Open Data Day is a perfect opportunity that allows our organisation to convene citizens and other organisations in our community to work together with data and show them the enormous advantages that these allow to intervene in public life and in the creation of public politics. It also allows us to show the entire community the importance of transparency to have more efficient administrations that respond to people's needs,,open-data-ambiente-y-desarrollo-sostenible,ART,http://escueladefiscales.com/index.php/oddmdq/,AMER,The Americas
Tanzania,2021-03-06,Open Gender Data for Tanzania,,"Join us for short presentations on open data in Tanzania, followed by a discussion, a chance to ask questions and workshops",https://tanzdevtrust.org/2021/03/10/open-gender-data-event/,19:00,https://twitter.com/Crowd2Map/status/1365300593259020289,https://www.youtube.com/watch?v=U5faMVXbp6Y,False,6.7924,39.2083,,False,,True,https://www.eventbrite.co.uk/e/open-gender-data-for-tanzania-what-is-missing-why-does-it-matter-tickets-141271708483,Crowd2Map Tanzania,Dar es Salaam,,,,All slides from presenters https://docs.google.com/document/d/1H_rCvi71ZG0nTlCMT7CA6higYkhEch6doQvVadx04TE/edit ,open-gender-data-for-tanzania,EAT,https://www.eventbrite.co.uk/e/open-gender-data-for-tanzania-what-is-missing-why-does-it-matter-tickets-141271708483,EMEA,"Europe, Middle East & Africa"
Democratic Republic of the Congo,2021-03-06,Strengthen the community resilience to the rapid rise of the Lake Tanganyika through the use of open data,/images/2021/strengthen-the-community-resilience-to-the-rapid-rise-of-the-lake-tanganyika-thr,Strengthen the community resilience to the rapid rise of the Lake Tanganyika through the use of open data,/events/2021/reports/strengthen-the-community-resilience-to-the-rapid-rise-of-the-lake-tanganyika-thr/,,,,True,-3.38413,29.1415,Microsoft,True,12,False,,Mijas Multimedia,Uvira,"The water level of Lake Tanganyika in the African Great Lakes region is dangerously rising. Since 2015, up to 100 meters of lands have been taken by water destroying houses and threatening many others in various coastal cities in the Democratic Republic of the Congo, Burundi, Tanzania and Zambia. 

In the framework of finding adaptive measures due to the rapid rise of the lake and strengthen the resilience of populations living in the risk areas. On the occasion of Open Data Day 2021, Mijas Multimedia organised an event whose overall goal was to use open data in strengthening the community resilience to the rapid rise of Lake Tanganyika. The project aimed at raising the awareness to the local community on the use of risk data in protecting exposed citizens. 

During the event, more hands-on than theoretical activities were carried out including;• Spatial image comparison and analyzing: this process comprised of taking up to date spatial images in the field with drone<br>• Image analysis: this process consisted of comparing spatial images taken by drone in the field with out-of-date images from Google Maps (after analysis we realized that the Google Maps image of the city is from 2019) in the goal of understanding the advance level of the lake and project next social economic infrastructures<br>
• Risk communication: this process consisted of sharing the data through various formats including spatial mapping and media outreach in the aim of informing those living under risk areas

After the event’s completion, the local authorities promised to take into account data produced during the event in reducing the disaster risk to exposed communities living at the coasts of Lake Tanganyika.",We’ve learned various lessons during and after the event’s completion including;<br>• The lack of knowledge of local authorities on how to tackle the rapid of Lake Tanganyika and the ignorance about the existence of the open data concept<br>• The authorities’ involvement in the promotion of open data through the increasing of data transparency,"Apart from defending the open data concept across the world, Open Data Day is the event that covers some local challenges in giving them an international outreach. It also helps the open data practitioners realise their respective projects locally and give them the opportunity to fly with their own wings.",[http://umap.openstreetmap.fr/fr/map/mapping-of-areas-threatened-by-the-rise-of-lake-ta_574886#13/-3.3722/29.1934](http://umap.openstreetmap.fr/fr/map/mapping-of-areas-threatened-by-the-rise-of-lake-ta_574886#13/-3.3722/29.1934),strengthen-the-community-resilience-to-the-rapid-rise-of-the-lake-tanganyika-thr,,,EMEA,"Europe, Middle East & Africa"
Nigeria,2021-03-05,The Realities of WASH Data,/images/2021/the-realities-of-wash-data,Hosting an event to discuss “The Realities of WASH Data” to spark up conversation and equip citizens with skills to use data to demand good governance,/events/2021/reports/the-realities-of-wash-data/,10:00,https://twitter.com/WaterWideNg/status/1368277863397548033,,True,9.051939,7.482648,Microsoft,True,50,False,,Water With Development (WaterWide),Abuja,"Water With Development, with support from Open Knowledge Foundation, organised an event tagged ""The Realities of WASH Data"". We had participant both online and onsite attend the event. a total of 32 people were onsite and 21 people online. 

Data were drawn from UNICEF, Nigeria Bureau of statistics and Water Aid were used as reference points for the discussion where it said 3 in 10 people in Nigeria don't have safe water close to home, 3 in 5 people in Nigeria don't have a toilet of their own.; 4 in 5 people in Nigeria lack handwashing facilities at home. 60 million Nigerians, or 33 per cent of the population, do not have access to safe water. We displayed out communities in Plateau state, Kaduna and the country's capital Abuja, where it can be seen that 10 in 10 people had no access to safe water, 5 in 5 not having access to handwashing facilities, with our research, we discovered that lack of access to WASH facilities is greatly caused by corruption, access to data, which leads to low participation of citizens in governance and its processes. To change this narrative, we built the capacity of participants on budget data sieving, how to effectively use the Freedom of Information Act as a tool for demanding information on the project and providing oversight on its implementations, leveraging social media as a tool for engaging government officials and amplifying corrupt cases in their communities.

Garba, a participant highlighted how he used the FOI and social media to engage and amplify corrupt practices as well as amplify the living conditions of people around his community, but it came with a price, he was invited by the government security agency for questioning, but he was able to get out of it easily as he posted on social media, and tagged relevant CSOs which came to his aid with legal council.

Another participant, Precious Adigwe was concerned about how citizens in rural communities are able to have the knowledge of data since it is complex and it is hard for them to understand and make actionable decisions. Wilson Atumeyi explained that in such cases, it is even unwise to use their local languages to make print works, as some of them can not read their local dialect, so it is advisable to make creative designs that when you have a glance at them, you will know what it means without reading a text, then get someone that understands their language to take them on the session for better understanding.

Finally, we agreed to create a knowledge-sharing platform where members can share data sieved for better engagement and a coalition that would ensure that this information is used to drive transparency and accountability in governance. ","Data is very important to driving accountability and transparency in governance. It is essential to always engage people even if you think they have knowledge of the concept, because most of our participants did not know the concepts of open data, open government or freedom of information.",It creates platform for dialogue and engagement on data and how citizens can leverage it for accountability.,,the-realities-of-wash-data,WAT,http://bit.ly/WaterWideODD2021,EMEA,"Europe, Middle East & Africa"
